CT_GEOID,pesticide_lbs,pesticide_lbs_mile2
53053063000,0.056936253,0.066890004
53053063100,0,0
53053063200,0,0
53053063300,0.048802496,0.03736689
53053063400,1.32639687,0.889964238
53053063501,0,0
53053063502,0,0
53053070204,20.75391392,10.26549898
53053070205,156.7403349,21.08729324
53053070207,115.6078088,8.926741411
53053070307,131.5344215,11.94249556
53053070308,0.07492884,0.058959511
53053070309,38.31151304,8.564139036
53053070310,2.714395306,1.240501954
53053070311,3.490825915,1.814079486
53053070312,358.961285,111.8598938
53053070313,26.02922972,4.822270311
53053070314,8.925297839,4.003907554
53053070315,3.006485757,0.792121119
53053070316,1.883848267,1.399730927
53053070401,558.3103172,148.4980614
53053070703,50.0532229,22.37571494
53053071100,15.52444985,6.171957077
53053071205,108.4605105,35.89761265
53053071206,0.248941798,0.081710749
53053071207,0.078133171,0.041374409
53053071208,0.016267498,0.011455372
53053071209,0.146407489,0.163090561
53053071210,197.4671002,58.88669148
53053071304,2.073914074,0.999418478
53053071305,10.67311604,2.774548914
53053071307,0.736443164,0.365507248
53053071503,2.443570645,1.109319858
53053071504,0.178942472,0.174787207
53053071505,0.04066874,0.023434261
53053071601,0.265209488,0.170336741
53053071602,0.442508766,0.244204934
53053071703,0.04066874,0.114256649
53053071704,0,0
53053071705,0,0
53053071706,0.116436019,0.18729981
53053071707,0,0
53053071803,2.855771141,1.604843233
53053071805,0,0
53053071806,0,0
53053071807,0.162674981,0.099333757
53053071808,0.016267498,0.020309334
53053071901,0.008133748,0.005046225
53053071902,0.032535005,0.009334603
53053072105,2.920139508,1.618860308
53053072106,2.391321089,1.81496179
53053072107,5.074324773,2.604374576
53053072108,0.081337479,0.050319238
53053072109,0.38014374,0.237408394
53053072111,0.024401248,0.032457692
53053072112,0.078559985,0.084488785
53053072305,0.071642563,0.045622233
53053072307,0,0
53053072308,22.03649501,7.381310216
53053072309,0,0
53053072310,0.019553781,0.02412697
53053072311,0.081337479,0.085983501
53053072312,0.024401248,0.025703142
53053072313,1.026490591,1.039066219
53053072405,22.75152909,4.969812265
53053072406,7.54373139,1.163553832
53053072407,1.137577336,0.528407479
53053072408,10.94115185,1.861379022
53053072409,8.452944215,3.80764706
53053072410,11.33357027,2.209789433
53053072503,28.68573384,4.577400646
53053072504,32.8705926,5.690694962
53053072505,13.23928575,1.581375679
53053072506,11.29501583,1.919179498
53053072507,0.488024964,0.302105529
53053072601,226.5152741,13.20618518
53053072602,126.9544944,7.767819472
53053072603,310.4829563,8.766109201
53053073110,16.59997059,7.396890365
53053073301,2249.599128,393.6286715
53053073302,8.703047628,7.324917335
53053073404,2.531294783,1.02378866
53053073405,8.294328231,7.22773746
53053073406,1.775639215,1.04308662
53053073407,1.136909115,1.210424321
53053073408,8.144347754,7.624598957
53053073500,17.66747311,2.79583869
53053940001,0.279125286,0.252177924
53053940002,97.34235609,18.54586365
53053940003,28.68496223,17.74815733
53053940004,365.0848448,52.38056485
53053940005,5.949824509,3.620628985
53053940006,0.728227417,1.033460785
53053940007,0.00356905,0.003663943
53053940008,1.310735011,1.111568578
53053940009,129.2522623,42.43176794
53053940010,255.3232983,72.33489258
53053940011,4.154798724,2.867953714
53055960100,1200.144085,18.32528533
53055960300,2955.684638,52.75589944
53055960400,397.6105242,68.61265581
53055960500,3492.329467,71.51436277
53057940200,8.320386871,6.357763739
53057940300,161.8232026,8.083788328
53057940400,3.579423084,0.768091388
53057940500,0,0
53057940600,1.818849819,1.794154467
53057940700,2.901265733,5.235768943
53057940800,628.8057711,51.19539762
53057950100,286.6891257,12.56482278
53057950800,11075.50376,150.6539855
53057950900,1916.08955,30.39164451
53057951000,2959.970424,20.4808585
53057951100,2359.76853,2.584121867
53057951200,1572.060174,5.320414903
53057951300,1668.468982,66.33000233
53057951400,951.9077669,239.01682
53057951500,731.9602841,81.74399681
53057951600,3653.976807,277.3668473
53057951700,38.74974793,30.32999891
53057951800,778.4906082,189.9546253
53057951900,4104.006423,180.4163369
53057952100,13580.17552,403.9607897
53057952200,456.4082504,154.0733045
53057952301,10.83752136,10.84564613
53057952302,503.6733753,88.7293017
53057952401,0,0
53057952402,19.45772809,4.288608355
53057952500,3.261946403,4.660829992
53057952600,1690.541003,252.3728379
53057952700,10210.05931,160.7846945
53061040100,4.514555657,2.405163069
53061040200,14.72526974,14.27732085
53061040300,0,0
53061040400,0.158145297,0.255235272
53061040500,19.28090413,27.49837825
53061040700,22.07504064,20.30068804
53061040800,0.063940251,0.116332876
53061040900,0,0
53061041000,0.034481797,0.029074288
53061041100,0,0
53061041201,0,0
53061041202,0,0
53061041301,0.045671602,0.026312033
53061041303,0.137014805,0.093368111
53061041304,2.323052744,0.585932964
53061041400,0.136563937,0.106408548
53061041500,147.385548,69.71277961
53061041601,0.602904321,0.334198511
53061041605,0.064401679,0.06748286
53061041606,0.018268643,0.018405913
53061041607,0.106168056,0.094292588
53061041608,0.479174065,0.329272552
53061041701,0.054805926,0.042187774
53061041703,0.173552104,0.114241194
53061041704,0.322899832,0.207101249
53061041805,0.045671602,0.035596111
53061041806,0.246175878,0.224140345
53061041808,0.441407116,0.676477948
53061041809,0,0
53061041810,0,0
53061041811,0.255760916,0.195955146
53061041812,0.116009028,0.160779921
53061041901,2.005664469,0.588324581
53061041903,0.358409468,0.272163983
53061041904,0,0
53061041905,0.182235539,0.210281635
53061042001,0,0
53061042003,0.036537277,0.034884023
53061042004,0.018268643,0.018654881
53061042005,0,0
53061042006,0.100938977,0.097870124
53061050101,0.027402952,0.02799477
53061050102,0,0
53061050200,0,0
53061050300,0.027402952,0.019098737
53061050401,0.003198586,0.002484549
53061050402,0.217841627,0.198251896
53061050500,0.254840265,0.193445017
53061050600,0.030601551,0.025225828
53061050700,0,0
53061050800,0,0
53061050900,0.578115765,0.913101413
53061051000,0.566311554,0.407015452
53061051100,0,0
53061051200,0.003198586,0.003944929
53061051300,0.073074576,0.064206153
53061051400,0.140449871,0.090072091
53061051500,0,0
53061051601,0.027402952,0.028982507
53061051602,0,0
53061051701,0.036537277,0.037984655
53061051702,0.189198994,0.226092235
53061051802,0.380337967,0.196782464
53061051803,0,0
53061051804,0.363990691,0.400352496
53061051905,0.059720537,0.02928393
53061051912,0.723009737,0.139139967
53061051913,0.018268643,0.011945574
53061051914,0.00913432,0.00690335
53061051915,0.104819246,0.065506524
53061051916,0.557002094,0.517507751
53061051917,0.341168437,0.301300167
53061051918,0.236110233,0.136580886
53061051921,0.127189463,0.134260097
53061051922,0.539262819,0.366608253
53061051923,1.291370928,0.898732211
53061051924,0,0
53061051925,4.017036265,1.297793408
53061051926,0.793766438,0.242300351
53061051927,0.677652713,0.380959217
53061051928,0.430101811,0.483960156
53061052003,0.305554082,0.134251217
53061052004,0.130512799,0.101623723
53061052005,0.073329077,0.052916283
53061052006,0,0
53061052007,0.000206928,0.000244208
53061052104,609.6744969,34.8355863
53061052105,3289.087513,156.0063238
53061052107,1.278815603,0.265705172
53061052108,31.75276074,3.514648567
53061052112,3.405476155,0.599164403
53061052113,160.3439008,18.58539733
53061052114,0.929348304,0.370600605
53061052115,0,0
53061052118,7.865074979,1.812624264
53061052203,80.04431379,12.7698327
53061052204,176.1938588,46.58853819
53061052206,58.12992401,2.884188348
53061052207,431.9834569,16.62893827
53061052208,0.338337702,0.421539275
53061052209,264.0416989,78.96181374
53061052301,28.03179868,1.814986778
53061052302,365.4303091,27.66605414
53061052401,5.661781745,3.534389846
53061052402,9.175465187,9.622322026
53061052502,50.37313568,9.041624413
53061052503,0.571342944,0.296156192
53061052504,3.737756876,1.229075793
53061052603,3.780581671,1.191378304
53061052604,0.357853683,0.159492884
53061052605,2.626331655,1.381531796
53061052606,24.26504661,4.440360675
53061052607,24.48202557,6.243318754
53061052701,53.29840535,6.749632708
53061052705,6.104022429,0.982525692
53061052706,4.316119779,2.242492091
53061052707,3.116478789,1.526841428
53061052708,0.146149129,0.119733066
53061052709,76.15670431,9.793378767
53061052803,336.7594124,61.92198811
53061052804,96.94735385,36.22590092
53061052805,2.907310809,1.770638145
53061052806,0.94515148,0.772750958
53061052903,4.929461225,3.801863863
53061052904,3.531988424,2.610171097
53061052905,0,0
53061052906,0.027402952,0.029339435
53061053101,796.2618507,75.2411514
53061053102,167.9780901,17.25689931
53061053201,767.836108,43.72524501
53061053202,13.71260059,1.423874846
53061053301,1375.577592,139.430327
53061053302,1600.147948,46.31365512
53061053400,384.2635184,7.64778044
53061053504,22.62251457,4.8929238
53061053505,110.3312871,5.677373189
53061053506,754.2629079,7.528871827
53061053507,2.205328101,1.19738814
53061053508,1106.815134,191.209631
53061053509,18.35349435,5.636676797
53061053602,185.1304509,0.885599163
53061053603,71.83795882,4.485901131
53061053604,70.48588582,11.35426035
53061053700,429.4690848,0.656611243
53061053801,1290.712628,2.929130357
53061053802,302.408526,34.7464284
53061053803,278.8287642,2.611440333
53061940001,94.78596388,4.668688585
53061940002,24.62175455,1.63301938
53073000100,558.4498699,16.60475969
53073000200,598.8392177,36.02639464
53073000300,22.56508415,9.130147738
53073000400,1.975145217,1.079742311
53073000501,0.139742783,0.142377506
53073000502,0.459660069,0.978109481
53073000600,0.647451808,1.495685218
53073000700,0.229590061,0.189932888
53073000803,0.719791869,0.401048999
53073000804,5.538869624,0.995828375
53073000805,3.322148033,0.30866739
53073000806,29.58967321,0.69333562
53073000901,2.450790784,1.206750285
53073000902,18.55527684,2.817964554
53073001000,0.117220071,0.122347256
53073001100,0.071860137,0.03165969
53073001201,0.303438967,0.318253768
53073001202,13.38345043,0.569879776
53073010100,3437.008872,2.049045626
53073010501,1186.8641,36.21005401
53073010502,544.518639,69.9656408
53073010600,2383.644593,121.9244847
53073010702,1372.721944,59.84472963
53073010900,41.92482338,4.51193708
53073940000,454.9426173,21.56928618
53073010200,11038.08911,155.1681436
53073010301,6562.894786,181.2355648
53073010302,34.17883771,20.16963768
53073010303,1595.838131,180.3011044
53073010401,916.981033,29.6928312
53073010403,90.47429523,10.96164537
53073010404,1064.143341,46.18361732
53073010701,4504.689971,134.0946528
53073011000,32.63758603,6.686315359
53001950100,152593.9028,243.5180651
53001950200,251506.2147,247.5376454
53001950300,161214.2638,573.6634789
53001950400,394.9662998,294.7419732
53001950500,1835.253754,383.7495968
53003960100,83620.76284,160.6139455
53003960200,19053.53038,166.0270556
53003960300,10.17630433,5.71572881
53003960400,4.197081181,6.851074628
53003960500,0,0
53003960600,40.79407244,21.09570938
53005010100,22.70569498,5.597129447
53005010201,4498.157674,260.2761811
53005010202,59.45058114,29.47638636
53005010300,106.9432231,44.69018023
53005010400,0.218000272,0.375833994
53005010500,0,0
53005010600,80.05524872,21.69150881
53005010701,3154.078628,218.8699211
53005010703,9276.818303,475.5763537
53005010705,181.6950536,61.91082333
53005010707,368.9488869,172.2999977
53005010708,242.1359072,72.28167545
53005010803,366.2887892,81.25762448
53005010805,64.1991619,12.64106059
53005010807,11881.58875,315.7101374
53005010809,1.453476168,0.977085356
53005010810,27.11088372,11.88890514
53005010811,3084.178863,344.2967124
53005010813,545.2593922,69.06116414
53005010814,9850.721254,273.0775477
53005010901,23.65513776,8.000308795
53005010902,1.519752636,1.531658999
53005011001,5.848288409,2.642411452
53005011002,0.944667786,0.825746269
53005011100,31.95291843,16.0167957
53005011200,0.261086623,0.268554595
53005011300,48.22391523,17.73565103
53005011401,11.64724398,13.15024864
53005011402,180.842482,63.71823011
53005011501,4456.664472,165.0737678
53005011503,5805.981701,177.5082812
53005011504,1280.310557,250.2662505
53005011600,333993.7133,527.9520047
53005011700,1906.536038,137.7593923
53005011800,88978.87766,261.8928063
53005011900,14513.61054,226.2523489
53005012000,41403.8931,91.90267045
53007960300,15237.09713,78.57055909
53007960400,15394.87536,255.4097713
53013960200,155298.9086,177.8026601
53017950100,108613.7758,126.9850376
53017950200,169098.0163,186.4043602
53017950300,19352.26776,258.6419016
53019940000,4419.364461,3.909413238
53019970100,3355.794984,4.301440709
53019970200,660.3876516,1.904121639
53021020100,3975.710614,241.6089618
53021020200,1.133242828,1.185070637
53021020300,3.749236346,2.674465097
53021020400,2.472539386,1.294706356
53021020501,405.9005666,91.76759442
53021020502,249.5720993,50.22703126
53021020601,115632.2361,552.3548944
53021020603,161.8698083,136.9089949
53021020605,335.3746889,121.6213911
53021020606,574.0667551,140.7264529
53021020700,165846.7932,298.5495604
53021020800,165526.2852,360.4760519
53021980100,212.6326552,76.38364903
53023970300,249705.038,347.6417184
53025010100,120250.1047,209.1489529
53025010200,126698.5157,297.0532997
53025010300,9279.596127,154.3570249
53025010400,3260.647881,102.4344876
53025010500,138919.0475,499.0103347
53025010600,570.5704441,175.3252255
53025010700,152010.8021,424.8565544
53025010800,776.4795514,52.45850179
53025010901,762.3393224,174.6031341
53025010902,432.6867315,46.76313484
53025011000,15919.05305,408.4168471
53025011100,57.48328615,12.06183932
53025011200,83220.35928,373.8768135
53025011300,59865.00611,534.3058655
53025011401,54823.16645,516.3884896
53025011402,193562.5152,354.7494052
53037975700,10433.26853,24.88422682
53043960100,210.9397916,110.5663643
53043960200,127333.1824,230.3421026
53043960300,172576.1613,229.1054281
53043960400,266532.9225,258.3459522
53047940100,2666.29044,7.32608452
53047940200,36667.10708,53.09901508
53047970300,22027.22017,17.20519921
53047970400,11396.98404,50.02271584
53047970500,9183.873617,22.83214019
53047970600,4545.5284,287.1847223
53047970700,4559.827583,133.7829351
53047970800,21460.25957,101.52667
53047971000,13039.15011,21.39281724
53051970100,479.7172845,0.705500259
53051970200,1730.602303,3.603615596
53051970300,167.9280672,4.574996018
53051970400,842.3710919,5.171283084
53051970500,395.6237183,6.022229838
53063000200,0,0
53063000300,0,0
53063000400,16.76293188,22.57253255
53063000500,0,0
53063000600,0.060258421,0.120071896
53063000700,0,0
53063000800,0.332581212,0.240787228
53063000900,1.376795646,0.830862356
53063001000,3.222243355,2.144523143
53063001100,0.151329089,0.170205394
53063001200,0.060258421,0.156014717
53063001300,0,0
53063001400,2.793821245,2.765118381
53063001500,0.050898387,0.057547391
53063001600,0.055589163,0.06846489
53063001800,14.08028975,21.85701017
53063001900,0,0
53063002000,11.33073954,16.46420975
53063002100,0,0
53063002300,0.279452011,0.263761164
53063002400,109.199037,130.590389
53063002500,42.1899513,33.412713
53063002600,0,0
53063002900,0,0
53063003000,0,0
53063003100,0.067864523,0.077636659
53063003200,22.35057437,46.61558162
53063003500,8.386371226,12.51126403
53063003600,81.34671665,44.07856693
53063003800,0.080344561,0.062767345
53063003900,18.40885904,5.282170577
53063004000,0,0
53063004100,11.17528939,26.00080353
53063004200,0,0
53063004300,0.302817043,0.340284897
53063004400,0,0
53063004500,13.96911064,13.78760331
53063004601,25.17833358,26.16752759
53063004602,0,0
53063004700,2.793821245,2.241861298
53063004800,1.612089507,1.551731056
53063004900,0.189378935,0.123439645
53063005000,149.1307713,36.22090675
53063010100,1993.486354,12.91861201
53063010201,1159.983136,14.39728322
53063010202,7150.45317,100.569753
53063010301,169.8802385,20.30313618
53063010303,2247.10129,54.32664827
53063010304,2048.927543,28.08122595
53063010305,636.1359209,25.71654998
53063010401,335.9198921,30.88638052
53063010402,11558.86286,65.8657196
53063010501,11.83110289,3.296609576
53063010503,405.9389271,14.11708589
53063010504,57.71188347,15.98376904
53063010601,7.080381445,2.256424545
53063010602,6.846515077,2.163190708
53063010700,147.5188174,31.3948366
53063010800,0,0
53063010900,36.73774318,19.42394038
53063011000,0.111178347,0.146831154
53063011101,0,0
53063011102,0.01966112,0.021300093
53063011201,37.77680387,6.516084136
53063011202,546.4957446,42.69508301
53063011300,110.9474791,15.09877103
53063011400,430.7636392,46.75653165
53063011500,0,0
53063011600,0.055589163,0.079253382
53063011701,0,0
53063011702,24.57320876,8.59755998
53063011800,0.12042793,0.109422342
53063011900,0,0
53063012000,2.793821245,2.281564912
53063012100,19.61234489,20.02624325
53063012200,45.58379145,11.25252805
53063012300,3.284806135,1.389501755
53063012401,60.66841468,10.22879545
53063012402,262.0156507,21.53366319
53063012500,0,0
53063012600,0,0
53063012701,13.96911064,13.62508446
53063012702,0,0
53063012801,0,0
53063012802,0,0
53063012901,0.188939003,0.177007104
53063012902,33.96699552,16.71850409
53063013000,66.7763437,15.88801558
53063013100,567.0906678,60.33313171
53063013201,220.3120171,20.58633275
53063013202,272.5793205,11.67742422
53063013300,3114.197005,39.54001199
53063013401,157.1160026,20.25603755
53063013500,2620.482792,45.02479099
53063013600,250.9486656,20.37526591
53063013700,681.2314766,24.63966624
53063013800,153.1930751,23.12539259
53063013900,895.4892693,51.56960148
53063014001,9.735353352,8.998481025
53063014002,1305.708251,129.1986324
53063014100,8768.998914,80.48590211
53063014200,19901.70161,78.60444767
53063014300,55478.57871,166.8069414
53063014400,5.577280764,2.274356087
53063014500,3.04397316,0.983656759
53065941000,2763.604688,11.29635334
53065950100,3545.092701,5.072730659
53065950200,2600.835195,12.62851068
53065950300,71.92175653,35.92266874
53065950500,72.84531704,26.6231822
53065950600,823.5658814,2.895480047
53065950700,379.6022847,63.60309968
53065950800,3467.132836,11.93632147
53065950900,2409.641503,8.579062299
53065951100,1575.512833,6.648038649
53065951300,1606.401139,8.594866376
53065951400,1475.860804,14.68220238
53071920000,507768.4618,768.7165236
53071920100,367836.6547,647.3155537
53071920200,22777.89637,835.7546649
53071920300,131.4860301,61.28824968
53071920400,398.0631332,453.4230121
53071920500,73.54083138,49.83383596
53071920600,168.5992425,65.08449923
53071920701,0.015362741,0.021471949
53071920702,35.99498378,26.27556309
53071920801,87.70460579,60.58912458
53071920802,3.259459589,6.471325705
53071920900,32719.39958,1029.081651
53075000100,99.03839432,175.2174957
53075000200,22711.47109,539.2258486
53075000300,33540.13649,536.4043713
53075000400,27204.82269,515.1337218
53075000500,297.8365796,523.5768209
53075000600,15464.14681,476.5183516
53075000700,188734.5239,541.2778449
53075000800,78364.47954,572.0038753
53075000900,444824.7222,557.7335238
53075001000,436389.6156,620.2190906
53077001701,35221.97695,88.1792319
53077001800,35017.41001,366.6650367
53077001901,615.752421,303.0598749
53077001902,412.8352071,221.5129629
53077002001,958.8682014,287.0968008
53077002002,639.7512815,177.0564164
53077002101,25842.47614,347.1892037
53077002102,17062.21381,403.6498823
53077002200,30198.87658,376.8708989
53077002701,33949.46877,225.4922328
