CT_GEOID,pesticide_lbs,pesticide_lbs_mile2
53033022703,0.020124457,0.012387177
53033022801,0,0
53033022802,0.000291454,0.000282523
53033022803,2.832424187,1.536853473
53033022901,0,0
53033022902,2.852499481,1.410100808
53033023000,0.11158704,0.052177857
53033023100,0,0
53033023201,0,0
53033023202,0.883077244,1.555128637
53033023300,3.850935588,2.598489645
53033023401,0.727372023,0.503528614
53033023403,0.022182626,0.010876148
53033023404,0.080314887,0.057920365
53033023500,0.54648406,0.622659903
53033023601,2.195553466,1.235531325
53033023603,0,0
53033023604,1.493875437,1.316290078
53033023700,0.992920582,0.34062892
53033023801,33.71156794,23.45263952
53033023803,0.190923097,0.876689671
53033023804,2.776552436,5.888956056
53033023900,1.713139266,0.945953455
53033024000,2.529469356,1.398174076
53033024100,3.483477908,2.034983247
53033024200,3.176944974,2.237177979
53033024300,0.762528479,0.479239262
53033024400,0.198018498,0.305954069
53033024500,1.192162029,0.813636453
53033024601,0.052552273,0.034998114
53033024602,0.114553867,0.10440818
53033024701,0.017517424,0.016560866
53033024702,3.347997234,1.347268966
53033024800,1.932020373,1.325380727
53033024901,0,0
53033024902,0.009696323,0.012371821
53033024903,0.06818836,0.03558031
53033025001,1.085361952,0.793464619
53033025003,0.827445356,0.334876126
53033025005,2.142786264,0.722192575
53033025006,3.400731807,0.39321983
53033025101,0.020124457,0.017764757
53033025102,7.516058967,3.12358615
53033025200,0.046364999,0.02642037
53033025301,1.760848623,1.226083353
53033025302,1.069869187,0.702218885
53033025400,1.017755656,1.145242753
53033025500,0.059962384,0.101786564
53033025601,0,0
53033025602,2.913289745,1.450323146
53033025701,1.505347411,1.031820655
53033025702,4.626912044,4.189296726
53033025803,0,0
53033025804,0.100622283,0.110513759
53033025805,0.055159305,0.058839239
53033025806,0.138081225,0.115852065
53033026001,0.065404495,0.062256854
53033026002,2.141522134,2.003012877
53033026100,0.578382083,0.349336103
53033026200,3.714731798,0.609284157
53033026300,0.263940948,0.137215363
53033026400,0.241234217,0.13064515
53033026500,0.489945852,0.635856507
53033026600,0,0
53033026700,0.005031114,0.004325315
53033026801,0.03521781,0.059071248
53033026802,0.062614501,0.078960141
53033027000,0,0
53033027100,0.454727887,0.750186334
53033027200,0.069076515,0.052479583
53033027300,5.144636802,3.751642582
53033027400,1.156944285,0.900906922
53033027500,1.668696058,1.938634133
53033027600,0.721477524,0.676418018
53033027701,98.47052762,5.772405806
53033027702,133.7716505,6.750157882
53033027800,0.022754924,0.023312125
53033027900,0.707247567,0.521583965
53033028000,3.011073577,3.997359781
53033028100,0.065404495,0.106478558
53033028200,0.015093343,0.014552156
53033028300,76.14171288,23.59191818
53033028402,1.153719583,0.351556092
53033028403,0.231431362,0.281790838
53033028500,0.030186685,0.02227574
53033028600,1.929413407,0.779330871
53033028700,0.454727887,0.440177009
53033028801,1.271367285,0.635389644
53033028802,0.020124457,0.018271148
53033028901,0.707247567,0.79905961
53033028902,0,0
53033029001,2.480332727,2.465208837
53033029003,0.020124457,0.020323033
53033029004,2.072819038,2.931738679
53033029101,6.701561139,4.898208267
53033029102,0.843087594,0.850623143
53033029203,0.020124457,0.025942308
53033029204,0.653902093,0.399805863
53033029205,0.279733321,0.37950269
53033029206,11.66087295,1.733072353
53033029303,0,0
53033029304,0.423073915,0.263459186
53033029305,0.105653409,0.094372559
53033029306,0.279678205,0.283031206
53033029307,0.434916928,0.291025974
53033029403,0.015093343,0.016236299
53033029405,0,0
53033029406,0.738894484,0.706195539
53033029407,0.015093343,0.02873584
53033029408,0.48298696,1.010232642
53033029502,1.624867058,0.968291886
53033029503,0.090684087,0.099425382
53033029504,0,0
53033029601,0.226400193,0.14583448
53033029602,3.769920116,1.4544024
53033029700,66.05243382,15.14495293
53033029801,147.641196,47.44857979
53033029802,16.39949102,6.195844926
53033029901,0.092801186,0.061652421
53033029902,2.17047897,0.892019225
53033030003,0.950982046,0.536933093
53033030004,0.005031114,0.005931954
53033030005,0,0
53033030006,0.030186685,0.034093935
53033030100,0.044999589,0.019815155
53033030201,0.116435204,0.10501638
53033030202,0.082738958,0.065618526
53033030304,1.556576007,0.545866262
53033030305,0.043005507,0.029049289
53033030306,0.061027217,0.041758392
53033030308,0,0
53033030309,0.570077711,0.664692603
53033030310,0.08534599,0.06895685
53033030311,0,0
53033030312,0,0
53033030313,0.235300695,0.151899505
53033030314,1.601740567,1.664675076
53033030401,3.012394146,0.624911234
53033030403,2.191424648,1.465226329
53033030404,0.073036524,0.030454945
53033030501,31.58258592,7.181090813
53033030503,6.343506175,4.971140863
53033030504,0.691981878,1.143646637
53033030600,1.667744764,1.258886297
53033030700,0.4949768,0.819880873
53033030801,0.775547437,0.286448187
53033030802,0.005031114,0.00949053
53033030901,0.224329832,0.186093223
53033030902,4.753693277,3.115082588
53033031000,12.22352792,2.549243841
53033031100,40.98565414,14.23042091
53033031202,376.9172749,14.37113728
53033031204,183.7461684,12.64970612
53033031205,2.024058738,0.910415899
53033031206,3.108720722,2.168443641
53033031301,285.1381737,22.08563594
53033031302,77.25125535,18.29649323
53033031400,17.61893834,7.15521511
53033031501,66.76364507,1.057946252
53033031502,245.1119273,0.613367528
53033031601,22.11983857,3.797071043
53033031603,22.08917227,0.994438734
53033031604,0.946236596,0.5892628
53033031605,4.167660492,0.636631457
53033031703,2.885612913,0.960332512
53033031704,8.848998055,3.980947969
53033031705,14.52181614,7.441722201
53033031706,0.945891352,0.586473678
53033031800,17.93237395,1.648457705
53033031903,7.534020028,1.662121239
53033031904,33.1518804,4.493006612
53033031906,3.680970207,0.840550177
53033031907,0.276275811,0.129369755
53033031908,0,0
53033031909,0,0
53033032002,10.11808907,0.943302041
53033032003,26.29488675,0.556166836
53033032005,4.71146814,1.912226229
53033032006,6.081865971,2.035844004
53033032007,4.857764693,1.07745672
53033032008,0,0
53033032010,0.804411018,0.430638789
53033032011,2.139907248,1.526656694
53033032102,12.56240928,0.41121462
53033032103,3.454147608,2.2322749
53033032104,8.180155235,0.941829703
53033032203,0.227302765,0.038803683
53033032207,0.185968274,0.080893306
53033032208,23.09642025,5.031327998
53033032210,41.18395995,2.551716784
53033032211,0.022548527,0.019625195
53033032212,0,0
53033032213,0.095042317,0.055635333
53033032214,0.60625623,0.230668183
53033032215,24.58921432,3.995162195
53033032307,2.227014974,0.479923199
53033032309,2.884700199,1.212121405
53033032311,3.059213716,0.334630263
53033032313,111.5586226,21.52078017
53033032315,368.6891823,20.82387304
53033032316,3.337840537,0.983734966
53033032317,0.019941504,0.011754203
53033032318,6.217209959,2.189424887
53033032319,30.27983032,11.47578408
53033032320,1.05577283,0.28414271
53033032321,226.445608,46.28038645
53033032322,3.971744498,2.224154199
53033032323,0.118859274,0.093508736
53033032324,0.005031114,0.006360772
53033032325,8.967816191,10.49525089
53033032326,8.558078258,2.118925092
53033032327,4.501784278,0.71820357
53033032328,4.491310116,1.367801384
53033032329,1.048378305,0.280813271
53033032401,1182.521875,53.5829476
53033032402,224.3368864,22.54623215
53033032500,540.6856822,6.419357092
53033032601,434.9081092,18.04552745
53033032602,22.07678229,1.854147213
53033032702,38.11552209,0.188674284
53033032703,9.361755798,2.319484129
53033032704,23.84508805,3.50216925
53033032800,363.5572618,0.664136772
53035080101,0.880809349,1.029358
53035080102,20.54323136,22.66313823
53035080200,0.060574233,0.063044057
53035080300,2.213498432,3.471584515
53035080400,3.285031007,3.069918517
53035080500,3.20851517,7.905714803
53035080600,0.043267306,0.048266192
53035080700,0.564883841,0.405530459
53035080800,0.084570029,0.220253819
53035080900,26.35926173,4.656936276
53035081000,0.163259602,0.137953078
53035081100,0,0
53035081200,0,0
53035081400,9.088693445,15.20222093
53035090101,172.6848271,9.652577661
53035090102,371.6200076,20.24636699
53035090201,9.138886088,1.430983996
53035090202,132.6623506,6.575035565
53035090300,22.29713432,2.008325938
53035090400,72.75589755,8.243476618
53035090501,4.713170109,2.115658205
53035090502,7.355255998,2.707313789
53035090700,5.713548488,0.897262515
53035090800,14.10113226,1.963831361
53035090900,5.668975428,1.946953185
53035091000,7.237030905,0.654620461
53035091100,112.1288482,14.59480638
53035091201,3.202498754,1.445653982
53035091203,2.740985259,1.138757696
53035091204,37.01490834,26.79525614
53035091301,18.08381609,1.328064282
53035091302,48.80128385,3.68920804
53035091400,7.360403791,2.36055922
53035091500,4.226885474,2.167095074
53035091600,8.100574972,4.088755375
53035091700,0.285897887,0.099831379
53035091800,1.823997833,0.718896909
53035091900,27.63388635,18.1776231
53035092000,291.6956033,3.860365548
53035092100,137.9335151,5.10305714
53035092200,0.112495014,0.052821673
53035092300,1.456964763,0.50695302
53035092400,2.331483221,0.988877389
53035092500,15.61817938,3.346202259
53035092600,20.38464624,4.391830072
53035092701,57.67678588,5.856659283
53035092704,49.60524358,7.219283594
53035092801,2.948907628,0.639878618
53035092802,96.19861992,9.38156802
53035092803,20.39187961,2.91883107
53035092901,138.4231617,4.999984881
53035092902,210.5881763,19.60211124
53035940000,33.59183489,6.452661189
53035940100,24.89603165,2.309865408
53037975100,457.856467,0.651651924
53037975300,5983.971908,10.00421752
53045940000,10.08087945,1.222325571
53045960100,133.9898641,0.368323785
53045960200,664.5144847,2.914526909
53045960300,247.2896535,2.770740703
53045960400,255.3038976,5.474795357
53045960500,363.1139122,7.445589889
53045960600,267.2716915,13.59791872
53045960700,126.4149571,169.1001351
53045960800,151.718403,29.01033947
53045960900,7.483679675,3.423395404
53045961000,181.1082933,7.875465192
53045961100,314.6977538,7.54504405
53045961200,132.3641092,4.94283277
53045961300,378.6853822,5.520730239
53047970900,4734.616678,3.205377878
53053060200,17.70476651,2.96443713
53053060300,1.303620473,0.600673698
53053060400,1.602156579,1.672277947
53053060500,0,0
53053060600,0,0
53053060700,0.008133748,0.010002283
53053060800,0,0
53053060903,0.032535005,0.036188434
53053060904,0,0
53053060905,0,0
53053060906,0,0
53053061001,0.048802496,0.044963577
53053061002,0.113872484,0.097114227
53053061100,0.858367393,0.505828169
53053061200,0,0
53053061300,0,0
53053061400,0,0
53053061500,0.148132584,0.327775564
53053061601,0,0
53053061602,0,0
53053061700,0,0
53053061800,0,0
53053061900,0,0
53053062000,0.019553781,0.024126791
53053062300,0.154541224,0.16297971
53053062400,0,0
53053062500,0,0
53053062600,10.50675301,3.913783578
53053062801,0.055375072,0.038010707
53053062802,0.016267498,0.014018328
53053062900,0,0
