County Name,Census Tract,Life Expectancy,Lower CI,Upper CI
King,53033032704,79.03,77.65,80.4
King,53033032800,82.8,80.57,85.03
King,53033990100,--,--,--
Kitsap,53035080101,79.45,76.92,81.99
Kitsap,53035080102,78.2,76.25,80.14
Kitsap,53035080200,81.45,79.16,83.74
Kitsap,53035080300,72.15,69.79,74.51
Kitsap,53035080400,83.59,81.04,86.13
Kitsap,53035080500,75.83,73.32,78.35
Kitsap,53035080600,82.37,79.74,85
Kitsap,53035080700,80.2,78.14,82.26
Kitsap,53035080800,--,--,--
Kitsap,53035080900,84.3,81.8,86.79
Kitsap,53035081000,80.63,77.98,83.28
Kitsap,53035081100,73.01,70.42,75.61
Kitsap,53035081200,81.87,78.62,85.11
Kitsap,53035081400,--,--,--
Kitsap,53035090101,81.3,78.82,83.78
Kitsap,53035090102,84.07,82.25,85.89
Kitsap,53035090201,87.3,85.34,89.25
Kitsap,53035090202,85.7,83.9,87.51
Kitsap,53035090300,--,--,--
Kitsap,53035090400,79.47,77.7,81.24
Kitsap,53035090501,80.14,78.52,81.76
Kitsap,53035090502,85.48,83.91,87.05
Kitsap,53035090700,84.26,81.94,86.57
Kitsap,53035090800,89.1,87.17,91.03
Kitsap,53035090900,84.11,82.5,85.72
Kitsap,53035091000,86.94,85.01,88.86
Kitsap,53035091100,81.4,79.19,83.62
Kitsap,53035091201,83.3,81.24,85.35
Kitsap,53035091203,83.41,81.97,84.85
Kitsap,53035091204,85.1,83.2,87
Kitsap,53035091301,83.77,81.59,85.94
Kitsap,53035091302,84.3,82.36,86.24
Kitsap,53035091400,83.5,80.28,86.73
Kitsap,53035091500,81.64,79.13,84.14
Kitsap,53035091600,80.97,79.3,82.64
Kitsap,53035091700,80.41,79,81.82
Kitsap,53035091800,82.76,80.02,85.5
Kitsap,53035091900,81,78.47,83.53
Kitsap,53035092000,80.7,78.78,82.61
Kitsap,53035092100,84.29,82.99,85.58
Kitsap,53035092200,75.44,73.86,77.03
Kitsap,53035092300,77.48,75.84,79.12
Kitsap,53035092400,83.49,81.42,85.56
Kitsap,53035092500,76.88,75.32,78.45
Kitsap,53035092600,84.44,82.85,86.04
Kitsap,53035092701,83.95,81.81,86.09
Kitsap,53035092704,84.47,82.22,86.73
Kitsap,53035092801,81.86,79.47,84.25
Kitsap,53035092802,81.5,79.69,83.32
Kitsap,53035092803,78.6,76.11,81.1
Kitsap,53035092901,80.49,78.77,82.22
Kitsap,53035092902,81.87,80.15,83.58
Kitsap,53035940000,82.75,80.36,85.13
Kitsap,53035940100,84.55,83.05,86.05
Kitsap,53035990100,--,--,--
Kittitas,53037975100,83.55,81.8,85.29
Kittitas,53037975200,80.11,77.84,82.39
Kittitas,53037975300,80.68,78.75,82.6
Kittitas,53037975401,84.01,81.58,86.43
Kittitas,53037975402,80.82,79.16,82.49
Kittitas,53037975500,81.09,79.25,82.92
Kittitas,53037975600,79.41,76.28,82.55
Kittitas,53037975700,84.27,82,86.54
Klickitat,53039950100,81.72,80.13,83.31
Klickitat,53039950200,82.96,80.36,85.56
Klickitat,53039950300,87.93,86.58,89.28
Lewis,53041970100,78.45,76.13,80.77
Lewis,53041970200,77.99,75.62,80.36
Lewis,53041970300,76.27,74.19,78.35
Lewis,53041970400,75.81,74,77.62
Lewis,53041970500,76.24,73.13,79.35
Lewis,53041970600,71.64,68.54,74.75
Lewis,53041970700,75.45,73.25,77.64
Lewis,53041970800,78.49,76.69,80.29
Lewis,53041970900,82.21,78.35,86.08
Lewis,53041971000,80.53,78,83.05
Lewis,53041971100,79.48,77.66,81.3
Lewis,53041971200,76.16,73.61,78.71
Lewis,53041971300,78.08,76.41,79.76
Lewis,53041971400,79.83,77.61,82.04
Lewis,53041971500,78.3,76.79,79.81
Lewis,53041971600,77.9,75.6,80.2
Lewis,53041971700,78.38,76.18,80.58
Lewis,53041971800,79.38,77.54,81.23
Lewis,53041971900,75.15,72.56,77.74
Lewis,53041972000,78.54,75.21,81.87
Lincoln,53043960100,--,--,--
Lincoln,53043960200,83.22,80.72,85.73
Lincoln,53043960300,84.89,82.75,87.03
Lincoln,53043960400,79.27,76.36,82.18
Mason,53045940000,--,--,--
Mason,53045960100,--,--,--
Mason,53045960200,79.7,77.55,81.84
Mason,53045960300,79.82,78.09,81.54
Mason,53045960400,80.82,79.39,82.25
Mason,53045960500,83.98,82.34,85.61
Mason,53045960600,80.46,78.72,82.21
Mason,53045960700,79.03,75.82,82.25
Mason,53045960800,70.56,68.5,72.62
Mason,53045960900,79.49,77.33,81.65
Mason,53045961000,83.32,81.49,85.15
Mason,53045961100,80.17,78.57,81.77
Mason,53045961200,83.05,80.62,85.47
Mason,53045961300,80.24,77.57,82.91
Okanogan,53047940100,85.66,82.32,89
Okanogan,53047940200,76.07,73.61,78.52
Okanogan,53047970300,79.53,78.01,81.04
Okanogan,53047970400,79.16,76.74,81.57
Okanogan,53047970500,79.46,76.6,82.33
Okanogan,53047970600,77.32,75.71,78.92
Okanogan,53047970700,80.36,78.6,82.12
Okanogan,53047970800,80.82,79.06,82.58
Okanogan,53047970900,85.34,82.08,88.6
Okanogan,53047971000,83.76,81.49,86.03
Pacific,53049950200,74.98,72.74,77.22
Pacific,53049950300,79.07,76.78,81.35
Pacific,53049950400,82.24,80.21,84.26
Pacific,53049950500,79.11,75.44,82.79
Pacific,53049950600,77.12,74.6,79.64
Pacific,53049950700,75.98,73.23,78.72
Pacific,53049950800,75.51,71.84,79.18
Pacific,53049990100,--,--,--
Pend Oreille,53051970100,81.4,78.49,84.32
Pend Oreille,53051970200,76.13,72.23,80.03
Pend Oreille,53051970300,79.64,77.54,81.73
Pend Oreille,53051970400,81.95,79.3,84.61
Pend Oreille,53051970500,78.78,75.78,81.78
Pierce,53053060200,--,--,--
Pierce,53053060300,82.44,80.28,84.6
Pierce,53053060400,82.41,80.29,84.53
Pierce,53053060500,88.07,86.2,89.93
Pierce,53053060600,84.81,83.07,86.54
Pierce,53053060700,78.87,76.86,80.89
Pierce,53053060800,83.39,81.54,85.25
Pierce,53053060903,82.35,80.76,83.94
Pierce,53053060904,80.46,78.63,82.28
Pierce,53053060905,78.43,76.91,79.96
Pierce,53053060906,84.17,81.72,86.62
Pierce,53053061001,80.46,78.35,82.56
Pierce,53053061002,78.43,76.4,80.46
Pierce,53053061100,76.33,74.67,77.99
Pierce,53053061200,79.93,77.87,81.99
Pierce,53053061300,77.36,75.24,79.48
Pierce,53053061400,73.68,71.29,76.08
Pierce,53053061500,79.34,77.54,81.15
Pierce,53053061601,76.79,73.54,80.05
Pierce,53053061602,--,--,--
Pierce,53053061700,76.45,74.21,78.7
Pierce,53053061800,76.48,73.29,79.68
Pierce,53053061900,69.11,66.37,71.86
Pierce,53053062000,76.23,73.96,78.5
Pierce,53053062300,76.45,74.58,78.32
Pierce,53053062400,77.87,76.07,79.67
Pierce,53053062500,75.78,74.19,77.37
Pierce,53053062600,71.24,69.35,73.13
Pierce,53053062801,72.27,70.63,73.92
Pierce,53053062802,77,74.87,79.14
Pierce,53053062900,75,73.48,76.52
Pierce,53053063000,76.8,74.15,79.46
Pierce,53053063100,76.71,74.55,78.86
Pierce,53053063200,76.5,74.59,78.4
Pierce,53053063300,75.3,73.92,76.69
Pierce,53053063400,75.2,73.67,76.73
Pierce,53053063501,77.88,75.85,79.91
Pierce,53053063502,76.44,74.68,78.19
Pierce,53053070100,81.45,78.72,84.19
Pierce,53053070203,80.95,79.15,82.75
Pierce,53053070204,78.27,76.15,80.38
Pierce,53053070205,79.85,77.21,82.48
Pierce,53053070206,78.98,76.81,81.14
Pierce,53053070207,76.8,75.16,78.43
Pierce,53053070307,81.15,79.15,83.15
Pierce,53053070308,80.56,78.83,82.29
Pierce,53053070309,79.15,77.44,80.85
Pierce,53053070310,76.53,74.6,78.46
Pierce,53053070311,77.88,75.67,80.09
Pierce,53053070312,81.96,79.94,83.99
Pierce,53053070313,80.34,78.75,81.94
Pierce,53053070314,85.31,82.75,87.87
Pierce,53053070315,83.31,81.82,84.81
Pierce,53053070316,90.1,87.89,92.31
Pierce,53053070401,76.99,74.42,79.55
Pierce,53053070403,77.52,75.53,79.51
Pierce,53053070404,79.09,77.58,80.61
Pierce,53053070703,81.75,80.12,83.38
Pierce,53053071100,81.61,79.22,84
Pierce,53053071205,80.11,78.34,81.88
Pierce,53053071206,81.23,79.74,82.72
Pierce,53053071207,75.71,74.06,77.37
Pierce,53053071208,80.33,78.92,81.74
Pierce,53053071209,80.67,79.1,82.24
Pierce,53053071210,80.44,78.27,82.6
Pierce,53053071304,77.96,76.37,79.54
Pierce,53053071305,76.9,74.7,79.1
Pierce,53053071306,77.08,75.56,78.6
Pierce,53053071307,79.14,77.11,81.18
Pierce,53053071309,78.88,76.88,80.88
Pierce,53053071310,81.75,79.98,83.51
Pierce,53053071403,76.57,74.58,78.56
Pierce,53053071406,78.42,77.11,79.73
Pierce,53053071407,76.19,74.76,77.62
Pierce,53053071408,75.47,73.27,77.67
Pierce,53053071409,75.4,73.27,77.52
Pierce,53053071410,78.76,77.36,80.17
Pierce,53053071411,76.51,74.65,78.36
Pierce,53053071503,76.44,74.63,78.25
Pierce,53053071504,74.01,71.77,76.26
Pierce,53053071505,77.97,76.48,79.47
Pierce,53053071506,78.08,76.3,79.87
Pierce,53053071601,76.95,75.16,78.75
Pierce,53053071602,77.15,75.56,78.75
Pierce,53053071703,71.54,69.32,73.77
Pierce,53053071704,--,--,--
Pierce,53053071705,73.55,71.25,75.85
Pierce,53053071706,72.69,69.76,75.62
Pierce,53053071707,72.51,69.92,75.11
Pierce,53053071803,78.17,76.31,80.03
Pierce,53053071805,73.54,71.14,75.94
Pierce,53053071806,70.36,68.17,72.54
Pierce,53053071807,79.31,76.87,81.75
Pierce,53053071808,76.14,73.88,78.4
Pierce,53053071901,76.7,74.74,78.67
Pierce,53053071902,79.67,77.67,81.66
Pierce,53053072000,73.25,70.82,75.68
Pierce,53053072105,79.77,78.34,81.19
Pierce,53053072106,77.99,76.22,79.77
Pierce,53053072107,80.99,79.26,82.73
Pierce,53053072108,80.53,79.13,81.94
Pierce,53053072109,82.63,80.84,84.42
Pierce,53053072111,82.43,79.95,84.91
Pierce,53053072112,76.13,74,78.25
Pierce,53053072305,83.68,82.17,85.2
Pierce,53053072307,82.1,80.01,84.19
Pierce,53053072308,81.7,80.35,83.05
Pierce,53053072309,81.85,80.39,83.3
Pierce,53053072310,78.68,76.6,80.76
Pierce,53053072311,78.65,76.74,80.56
Pierce,53053072312,78.51,76.83,80.2
Pierce,53053072313,83.59,82.21,84.97
Pierce,53053072405,84.65,82.95,86.35
Pierce,53053072406,79.43,78.03,80.83
Pierce,53053072407,78.3,76.62,79.98
Pierce,53053072408,80.43,79.05,81.81
Pierce,53053072409,83.64,81.71,85.58
Pierce,53053072410,81.29,78.91,83.68
Pierce,53053072503,79.58,77.89,81.27
Pierce,53053072504,80.05,77.8,82.3
Pierce,53053072505,83.91,82.59,85.24
Pierce,53053072506,82.28,79.42,85.14
Pierce,53053072507,81.93,79.57,84.29
Pierce,53053072601,81.84,80.09,83.58
Pierce,53053072602,80.67,78.12,83.21
Pierce,53053072603,80.42,78.81,82.02
Pierce,53053072800,84.04,82.48,85.59
Pierce,53053072901,--,--,--
Pierce,53053072903,--,--,--
Pierce,53053072905,--,--,--
Pierce,53053072906,--,--,--
Pierce,53053072907,--,--,--
Pierce,53053073001,77.71,76.11,79.32
Pierce,53053073005,77.91,76.16,79.66
Pierce,53053073006,77.46,74.45,80.47
Pierce,53053073108,78.08,76.34,79.81
Pierce,53053073110,77.5,75.24,79.77
Pierce,53053073111,79.41,77.77,81.05
Pierce,53053073113,77.61,76.11,79.12
Pierce,53053073114,75.01,73.39,76.63
Pierce,53053073115,76.29,74.59,78
Pierce,53053073116,79.07,77.4,80.75
Pierce,53053073117,78.39,75.82,80.96
Pierce,53053073118,78.64,76.59,80.69
Pierce,53053073119,78.3,76.36,80.23
Pierce,53053073120,77.55,75.61,79.5
Pierce,53053073121,78.56,77.06,80.06
Pierce,53053073122,79.13,77.1,81.17
Pierce,53053073123,80.06,78.33,81.78
Pierce,53053073124,78.38,76.08,80.68
Pierce,53053073125,80.38,79.07,81.69
Pierce,53053073126,--,--,--
Pierce,53053073200,81.6,79.89,83.31
Pierce,53053073301,77.74,75.96,79.53
Pierce,53053073302,82.83,81.1,84.56
Pierce,53053073404,78.56,76.86,80.26
Pierce,53053073405,73.97,71.88,76.05
Pierce,53053073406,77.4,75.82,78.99
Pierce,53053073407,78.71,76.42,80.99
Pierce,53053073408,82.37,80.46,84.28
Pierce,53053073500,81.13,79.72,82.54
Pierce,53053940001,80.95,77.73,84.18
Pierce,53053940002,81.72,79.49,83.96
Pierce,53053940003,79.52,77.86,81.19
Pierce,53053940004,77.45,75.65,79.26
Pierce,53053940005,80.27,78.34,82.19
Pierce,53053940006,76.54,73.91,79.17
Pierce,53053940007,72.06,69.3,74.82
Pierce,53053940008,82.35,80.62,84.09
Pierce,53053940009,78.94,76.86,81.01
Pierce,53053940010,80.64,78.66,82.61
Pierce,53053940011,83.32,81.21,85.42
San Juan,53055960100,88.01,85.79,90.22
San Juan,53055960300,85.68,84.09,87.27
San Juan,53055960400,82.09,80.02,84.17
San Juan,53055960500,--,--,--
San Juan,53055990100,--,--,--
Skagit,53057940200,81.75,78.79,84.71
Skagit,53057940300,82.7,80.84,84.55
Skagit,53057940400,83.47,82.06,84.88
Skagit,53057940500,77.01,74.63,79.39
Skagit,53057940600,75.37,72.4,78.33
Skagit,53057940700,86.27,83.38,89.15
Skagit,53057940800,81.4,78.69,84.1
Skagit,53057950100,--,--,--
Skagit,53057950800,83.09,81.5,84.68
Skagit,53057950900,80.24,78.47,82.01
Skagit,53057951000,76.96,74.61,79.3
Skagit,53057951100,76.8,74.85,78.74
Skagit,53057951200,84.58,81.88,87.29
Skagit,53057951300,88.07,84.64,91.51
Skagit,53057951400,74.6,72.5,76.7
Skagit,53057951500,76.61,75.34,77.89
Skagit,53057951600,81.24,79.32,83.16
Skagit,53057951700,78.99,77.15,80.82
Skagit,53057951800,76.18,74.25,78.11
Skagit,53057951900,84.32,82.07,86.57
Skagit,53057952100,83.66,82.12,85.19
Skagit,53057952200,77.54,75.31,79.76
Skagit,53057952301,80.8,78.98,82.63
Skagit,53057952302,81.43,80.24,82.62
Skagit,53057952401,81.86,79.45,84.26
Skagit,53057952402,80.23,78.91,81.55
Skagit,53057952500,83.65,80.97,86.33
Skagit,53057952600,80.72,78.53,82.92
Skagit,53057952700,79.16,76.51,81.82
Skagit,53057990100,--,--,--
Skamania,53059950100,--,--,--
Skamania,53059950200,84.41,80.82,88.01
Skamania,53059950300,80.8,77.88,83.72
Skamania,53059950400,89.43,86.17,92.69
Skamania,53059950500,82.92,79.99,85.85
Snohomish,53061040100,85.9,84.1,87.71
Snohomish,53061040200,75.92,74.18,77.66
Snohomish,53061040300,78.71,76.15,81.27
Snohomish,53061040400,81.06,78.28,83.84
Snohomish,53061040500,77.05,73.81,80.29
Snohomish,53061040700,78.65,76.4,80.91
Snohomish,53061040800,73.48,70.96,76.01
Snohomish,53061040900,82.8,80.22,85.38
Snohomish,53061041000,78.44,76.75,80.13
Snohomish,53061041100,75.92,74.01,77.83
Snohomish,53061041201,78.3,76.01,80.59
Snohomish,53061041202,78.98,77.38,80.58
Snohomish,53061041301,82.22,80.64,83.8
Snohomish,53061041303,79.08,77.03,81.13
Snohomish,53061041304,84.07,81.51,86.63
Snohomish,53061041400,77.39,75.71,79.07
Snohomish,53061041500,79.6,75.94,83.26
Snohomish,53061041601,81.01,79.18,82.84
Snohomish,53061041605,82.44,80.69,84.19
Snohomish,53061041606,76.17,74.75,77.6
Snohomish,53061041607,83.42,81.78,85.07
Snohomish,53061041608,80.75,79.39,82.1
Snohomish,53061041701,81.51,79.71,83.32
Snohomish,53061041703,80.53,79.13,81.94
Snohomish,53061041704,80.28,78.51,82.05
Snohomish,53061041805,78.23,76.45,80.02
Snohomish,53061041806,78.32,76.83,79.81
Snohomish,53061041808,77.23,75.18,79.28
Snohomish,53061041809,81.55,79.58,83.52
Snohomish,53061041810,79.32,76.55,82.09
Snohomish,53061041811,80.55,78.94,82.15
Snohomish,53061041812,80.93,79.3,82.56
Snohomish,53061041901,80.96,79.06,82.87
Snohomish,53061041903,80.25,78.55,81.94
Snohomish,53061041904,75.76,73.92,77.59
Snohomish,53061041905,78.02,75.6,80.45
Snohomish,53061042001,82.47,80.74,84.2
Snohomish,53061042003,83.32,81.03,85.62
Snohomish,53061042004,79.88,78.35,81.41
Snohomish,53061042005,86.62,84.56,88.68
Snohomish,53061042006,80.7,78.75,82.65
Snohomish,53061050101,83.29,80.34,86.24
Snohomish,53061050102,85.98,83.8,88.16
Snohomish,53061050200,82.23,79.74,84.73
Snohomish,53061050300,83.6,82.04,85.16
Snohomish,53061050401,85.58,84.36,86.81
Snohomish,53061050402,79.59,78.05,81.14
Snohomish,53061050500,86.6,84.72,88.48
Snohomish,53061050600,--,--,--
Snohomish,53061050700,80.51,78.98,82.04
Snohomish,53061050800,81.38,79.97,82.8
Snohomish,53061050900,85.35,83.21,87.5
Snohomish,53061051000,80.52,78.66,82.38
Snohomish,53061051100,76.29,74.45,78.13
Snohomish,53061051200,78.6,76.55,80.64
Snohomish,53061051300,81.46,79.99,82.94
Snohomish,53061051400,80.77,79.37,82.16
Snohomish,53061051500,83.9,82.35,85.44
Snohomish,53061051601,81.88,80.12,83.64
Snohomish,53061051602,81.71,79.9,83.52
Snohomish,53061051701,79.42,77.88,80.95
Snohomish,53061051702,80.1,78.58,81.61
Snohomish,53061051802,82.42,80.65,84.18
Snohomish,53061051803,76.7,75.3,78.09
Snohomish,53061051804,85.31,82.99,87.63
Snohomish,53061051905,83.14,81.79,84.48
Snohomish,53061051912,82.59,79.42,85.77
Snohomish,53061051913,79.87,78.14,81.6
Snohomish,53061051914,84.36,82.87,85.86
Snohomish,53061051915,79.7,78.42,80.98
Snohomish,53061051916,84.65,82.56,86.74
Snohomish,53061051917,84.96,82.84,87.08
Snohomish,53061051918,85.01,83.55,86.48
Snohomish,53061051921,82.97,80.76,85.18
Snohomish,53061051922,83.41,81.64,85.18
Snohomish,53061051923,81.28,79.27,83.29
Snohomish,53061051924,81.02,79.62,82.43
Snohomish,53061051925,83.65,82.23,85.08
Snohomish,53061051926,81.97,80.42,83.51
Snohomish,53061051927,83,81.39,84.62
Snohomish,53061051928,80.61,78.8,82.42
Snohomish,53061052003,82.59,81.07,84.1
Snohomish,53061052004,83.77,82.12,85.42
Snohomish,53061052005,86.4,84.72,88.09
Snohomish,53061052006,81.25,79.48,83.03
Snohomish,53061052007,81.32,79.56,83.07
Snohomish,53061052104,79.74,77.49,81.98
Snohomish,53061052105,80.72,77.93,83.51
Snohomish,53061052107,82.99,81.22,84.77
Snohomish,53061052108,81.5,79.9,83.1
Snohomish,53061052112,84.15,80.37,87.93
Snohomish,53061052113,79.69,75.8,83.58
Snohomish,53061052114,84.59,82.58,86.59
Snohomish,53061052115,81.32,79.64,83.01
Snohomish,53061052118,82.25,80.48,84.02
Snohomish,53061052203,81.04,79.09,82.99
Snohomish,53061052204,81.15,78.96,83.34
Snohomish,53061052206,80,77.73,82.27
Snohomish,53061052207,81.21,79.33,83.1
Snohomish,53061052208,79.31,77.27,81.36
Snohomish,53061052209,82.07,80.42,83.71
Snohomish,53061052301,78.8,76.74,80.85
Snohomish,53061052302,78.49,76.27,80.7
Snohomish,53061052401,74.77,72.6,76.95
Snohomish,53061052402,79.67,77.41,81.93
Snohomish,53061052502,82.8,80.97,84.62
Snohomish,53061052503,80.45,78.98,81.92
Snohomish,53061052504,79.13,76.45,81.81
Snohomish,53061052603,79.86,77.03,82.68
Snohomish,53061052604,81.7,79.78,83.61
Snohomish,53061052605,79.46,77.95,80.97
Snohomish,53061052606,80.25,78.56,81.94
Snohomish,53061052607,81.63,79.75,83.51
Snohomish,53061052701,78.5,74.57,82.42
Snohomish,53061052705,82.64,81.04,84.25
Snohomish,53061052706,78.27,76.5,80.04
Snohomish,53061052707,77.43,75.01,79.86
Snohomish,53061052708,81.08,79.25,82.92
Snohomish,53061052709,80.97,79.07,82.87
Snohomish,53061052803,79.84,78.02,81.65
Snohomish,53061052804,79.92,78.44,81.4
Snohomish,53061052805,78.87,76.94,80.8
Snohomish,53061052806,78.83,77.17,80.48
Snohomish,53061052903,73.81,72.1,75.52
Snohomish,53061052904,80.06,78.31,81.81
Snohomish,53061052905,72.75,70.8,74.71
Snohomish,53061052906,78.28,76.47,80.1
Snohomish,53061053101,83.96,81.44,86.49
Snohomish,53061053102,80.59,78.79,82.4
Snohomish,53061053201,82.61,80.51,84.71
Snohomish,53061053202,81.72,79.41,84.03
Snohomish,53061053301,77.95,76.51,79.39
Snohomish,53061053302,82.05,80.32,83.78
Snohomish,53061053400,79.6,77.76,81.45
Snohomish,53061053504,77.77,76.28,79.26
Snohomish,53061053505,79.05,77.29,80.8
Snohomish,53061053506,77.5,75.24,79.77
Snohomish,53061053507,83.1,81.44,84.77
Snohomish,53061053508,78.92,76.76,81.09
Snohomish,53061053509,77.3,74.97,79.62
Snohomish,53061053602,78.59,76.73,80.45
Snohomish,53061053603,79.66,77.51,81.81
Snohomish,53061053604,78.14,75.71,80.56
Snohomish,53061053700,73.76,70.52,77
Snohomish,53061053801,76.25,73.6,78.91
Snohomish,53061053802,77.35,75.62,79.07
Snohomish,53061053803,78.34,76.61,80.07
Snohomish,53061940001,77.19,75.61,78.76
Snohomish,53061940002,71.58,69.12,74.03
Snohomish,53061990002,--,--,--
Snohomish,53061990100,--,--,--
Spokane,53063000200,72.6,70.68,74.52
Spokane,53063000300,72.73,71.04,74.41
Spokane,53063000400,71.56,69.58,73.54
Spokane,53063000500,80.73,78.44,83.02
Spokane,53063000600,76.61,74.12,79.11
Spokane,53063000700,80.07,78.12,82.02
Spokane,53063000800,82.27,80.79,83.75
Spokane,53063000900,78.97,77.46,80.48
Spokane,53063001000,81.21,79.52,82.9
Spokane,53063001100,82.17,79.56,84.77
Spokane,53063001200,81.64,77.84,85.45
Spokane,53063001300,76.5,73.88,79.13
Spokane,53063001400,77.96,76.25,79.68
Spokane,53063001500,76.52,74.59,78.45
Spokane,53063001600,75.36,73.16,77.56
Spokane,53063001800,71.99,69.34,74.64
Spokane,53063001900,76.07,73.52,78.62
Spokane,53063002000,74.57,72.2,76.95
Spokane,53063002100,78.82,76.16,81.47
Spokane,53063002300,75.69,73.79,77.58
Spokane,53063002400,70.14,68.15,72.14
Spokane,53063002500,75.13,72.71,77.54
Spokane,53063002600,74,71.96,76.04
Spokane,53063002900,77.41,75.26,79.56
Spokane,53063003000,72.65,69.6,75.7
Spokane,53063003100,76.13,73.97,78.29
Spokane,53063003200,68.57,64.85,72.29
Spokane,53063003500,71.23,68.72,73.74
Spokane,53063003600,82.61,79.56,85.67
Spokane,53063003800,73.64,70.54,76.75
Spokane,53063003900,81.22,77.81,84.64
Spokane,53063004000,79.19,77.24,81.13
Spokane,53063004100,84.72,82.18,87.27
Spokane,53063004200,83.67,81.9,85.45
Spokane,53063004300,84.26,82.61,85.91
Spokane,53063004400,82.13,79.97,84.29
Spokane,53063004500,83.58,81.78,85.38
Spokane,53063004601,79.01,76.77,81.25
Spokane,53063004602,81.77,79.47,84.07
Spokane,53063004700,79.15,77.4,80.89
Spokane,53063004800,85.81,83.6,88.03
Spokane,53063004900,81.93,80.05,83.81
Spokane,53063005000,76.67,74.48,78.86
Spokane,53063010100,80.65,78.36,82.93
Spokane,53063010201,79.31,76.93,81.68
Spokane,53063010202,80.15,78.71,81.6
Spokane,53063010301,79.76,77.94,81.58
Spokane,53063010303,82.32,80.27,84.38
Spokane,53063010304,77.74,76.33,79.16
Spokane,53063010305,79.54,78.06,81.01
Spokane,53063010401,79.31,77.28,81.34
Spokane,53063010402,78.47,76.78,80.16
Spokane,53063010501,79.11,77.9,80.32
Spokane,53063010503,81.38,80.13,82.63
Spokane,53063010504,80.54,77.94,83.14
Spokane,53063010601,79.49,78.01,80.97
Spokane,53063010602,80.01,78.68,81.34
Spokane,53063010700,80.69,79.5,81.89
Spokane,53063010800,74.05,70.81,77.29
Spokane,53063010900,78.7,76.2,81.2
Spokane,53063011000,80.86,78.29,83.43
Spokane,53063011101,73.13,71.35,74.9
Spokane,53063011102,75.53,73.64,77.41
Spokane,53063011201,72.92,71.26,74.58
Spokane,53063011202,78.57,76.48,80.66
Spokane,53063011300,83.43,81.92,84.94
Spokane,53063011400,77.59,75.84,79.34
Spokane,53063011500,77.54,73.76,81.33
Spokane,53063011600,78.11,74.7,81.52
Spokane,53063011701,79.57,77.21,81.93
Spokane,53063011702,75.54,73.75,77.34
Spokane,53063011800,76.1,74.37,77.83
Spokane,53063011900,75.46,73.66,77.26
Spokane,53063012000,77.94,75.75,80.14
Spokane,53063012100,78.05,75.22,80.88
Spokane,53063012200,75.41,73.09,77.73
Spokane,53063012300,74.69,72.9,76.48
Spokane,53063012401,79.99,78.33,81.64
Spokane,53063012402,80.6,78.71,82.48
Spokane,53063012500,69.42,67.5,71.34
Spokane,53063012600,78.8,76.69,80.91
Spokane,53063012701,80.45,78.45,82.44
Spokane,53063012702,82.64,80.48,84.79
Spokane,53063012801,79.23,77.28,81.18
Spokane,53063012802,81.24,79.07,83.42
Spokane,53063012901,77.31,74.82,79.8
Spokane,53063012902,79.04,77.83,80.25
Spokane,53063013000,80.97,79.74,82.19
Spokane,53063013100,80.42,79.35,81.48
Spokane,53063013201,76.94,75.32,78.56
Spokane,53063013202,80.88,79.66,82.1
Spokane,53063013300,81.85,79.54,84.16
Spokane,53063013401,86.49,84.88,88.11
Spokane,53063013500,82.07,80.94,83.21
Spokane,53063013600,80.38,78.44,82.32
Spokane,53063013700,80.11,78.06,82.16
Spokane,53063013800,--,--,--
Spokane,53063013900,77.97,76.45,79.5
Spokane,53063014001,79.55,76.82,82.29
Spokane,53063014002,81.1,79.27,82.93
Spokane,53063014100,79.5,77.95,81.06
Spokane,53063014200,80.2,77.76,82.65
Spokane,53063014300,81.95,80.01,83.9
Spokane,53063014400,77.23,75.4,79.06
Spokane,53063014500,71.87,68.99,74.75
Stevens,53065941000,75.77,72.62,78.91
Stevens,53065950100,82.13,80.47,83.78
Stevens,53065950200,81.27,79.06,83.48
Stevens,53065950300,75.6,72.86,78.34
Stevens,53065950500,79.36,77.31,81.41
Stevens,53065950600,--,--,--
Stevens,53065950700,81.69,79.32,84.06
Stevens,53065950800,80.31,77.84,82.77
Stevens,53065950900,82.29,78.62,85.96
Stevens,53065951100,80.2,78.1,82.3
Stevens,53065951300,80.97,79.07,82.88
Stevens,53065951400,82.4,80.92,83.88
Thurston,53067010100,83.71,81.12,86.3
Thurston,53067010200,80.09,78.32,81.85
Thurston,53067010300,79.33,77.32,81.34
Thurston,53067010400,82.12,79.71,84.53
Thurston,53067010510,--,--,--
Thurston,53067010520,81.43,79.84,83.01
Thurston,53067010600,81.6,80.02,83.18
Thurston,53067010700,84.05,82.25,85.84
Thurston,53067010800,80.87,79.37,82.37
Thurston,53067010910,81.27,79.76,82.77
Thurston,53067010920,79.17,77.27,81.08
Thurston,53067011000,79.71,77.64,81.79
Thurston,53067011100,83.35,81.68,85.02
Thurston,53067011200,80.13,78.25,82.02
Thurston,53067011300,82.12,80.16,84.08
Thurston,53067011410,76.36,74.73,78
Thurston,53067011420,80.55,79.23,81.88
Thurston,53067011500,76,74.26,77.73
Thurston,53067011610,80.33,79.04,81.62
Thurston,53067011621,77.95,76.63,79.28
Thurston,53067011622,82.92,80.64,85.2
Thurston,53067011623,81.69,80,83.38
Thurston,53067011624,77.06,74.93,79.19
Thurston,53067011710,84.03,82.53,85.52
