"cause","exposure","mean","lower","upper"
"cvd_ihd",4,1.0701272781511,1.05133056854548,1.08890324224302
"cvd_ihd",4.1,1.0718786838218,1.05260029975322,1.09114184126791
"cvd_ihd",4.2,1.07362988142528,1.0538693011215,1.09338104701932
"cvd_ihd",4.3,1.07538086263851,1.05513756799684,1.09562084732945
"cvd_ihd",4.4,1.07713161925089,1.05640509581301,1.09786123016238
"cvd_ihd",4.5,1.07888214308739,1.05767188003519,1.10010218351594
"cvd_ihd",4.6,1.08063242597321,1.05893791613439,1.1023436953766
"cvd_ihd",4.7,1.0823824597339,1.06020319958739,1.10458575371963
"cvd_ihd",4.8,1.08413223619544,1.06146772587687,1.10682834650926
"cvd_ihd",4.9,1.08588174718433,1.06273149049141,1.10907146169884
"cvd_ihd",5,1.08763098452767,1.0639944889255,1.111315087231
